Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews
Information Technology,SAS Advanced Programmer,SAS,Professional Certificate,Intermediate,3 - 6 Months,"SQL, SAS (Software), Database Management, Query Languages, Data Access, Relational Databases, Program Development, Data Presentation, Scripting, Perl (Programming Language), Data Processing, Automation, Statistical Programming, Data Integration, Stored Procedure, Data Manipulation, Data Analysis, Data Transformation, Debugging, Data Validation",4.7,8400
Information Technology,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,Course,Beginner,1 - 3 Months,"R Programming, Statistical Programming, Ggplot2, Data Manipulation, Simulations, Statistical Visualization, Data Science, Visualization (Computer Graphics), Data Processing, Graphing, Data Import/Export, Scripting, Software Installation",4.6,215
Information Technology,SAS Statistical Business Analyst,SAS,Professional Certificate,Intermediate,3 - 6 Months,"SAS (Software), Predictive Modeling, Predictive Analytics, Statistical Hypothesis Testing, Statistical Analysis, Correlation Analysis, Statistical Modeling, Regression Analysis, Statistical Methods, Probability & Statistics, Big Data, Plot (Graphics), Data Analysis, Data Analysis Software, Analysis, Feature Engineering, Performance Analysis, Performance Measurement, Data Cleansing",4.9,1100
Information Technology,"Custom Models, Layers, and Loss Functions with TensorFlow",DeepLearning.AI,Course,Intermediate,1 - 3 Months,"Tensorflow, Deep Learning, Keras (Neural Network Library), Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Network Model, Network Architecture, Machine Learning",4.3,1700
Information Technology,Python for Genomic Data Science,Johns Hopkins University,Course,Mixed,1 - 4 Weeks,"Bioinformatics, Data Structures, Jupyter, Python Programming, Programming Principles, Scripting Languages, Scripting, Package and Software Management, Computer Programming, Data Manipulation, File Management",4.1,52
Information Technology,Statistical Modeling for Data Science Applications,University of Colorado Boulder,Specialization,Intermediate,3 - 6 Months,"Statistical Inference, Statistical Modeling, Statistical Hypothesis Testing, Regression Analysis, R Programming, Data Ethics, Experimentation, Research Design, Statistical Methods, Data Science, Data Analysis, Statistical Analysis, Data Modeling, Predictive Modeling, Predictive Analytics, Probability & Statistics, Mathematical Modeling, Forecasting, A/B Testing, Quantitative Research",4.6,12
Information Technology,Alteryx for Beginners,Packt,Course,Beginner,3 - 6 Months,"Alteryx, Spatial Analysis, Data Transformation, Data Cleansing, Data Import/Export, Data Presentation, Data Manipulation, Geographic Information Systems, Data Visualization, Data Processing, Data Wrangling, Data Mapping, Data Compilation, Data Analysis, Data Integration, Automation",4.6,99
Information Technology,Leveraging AI for Enhanced Content Creation ,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Generative AI, Advertising, Advertising Campaigns, Content Creation, Marketing Materials, Data Ethics, Digital Content, Ideation, Artificial Intelligence",4.7,145
Information Technology,Generative AI and LLMs: Architecture and Data Preparation,IBM,Course,Intermediate,1 - 4 Weeks,"Generative AI, PyTorch (Machine Learning Library), Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Deep Learning, Jupyter, Data Processing, Machine Learning",4.5,4000
Information Technology,Data Warehousing for Business Intelligence,University of Colorado System,Specialization,Advanced,3 - 6 Months,"Database Design, Data Warehousing, Relational Databases, Data Visualization, Decision Support Systems, Business Intelligence, Data Modeling, Business Intelligence Software, Database Management Systems, Databases, Dashboard, Business Process Management, SQL, Star Schema, Data Governance, Data Presentation, Data Integration, Oracle Databases, Extract, Transform, Load, Data Visualization Software",4.5,413
Information Technology,Data Analysis Using Python,University of Pennsylvania,Course,Beginner,1 - 4 Weeks,"Matplotlib, Data Analysis, Pandas (Python Package), Data Science, Data Cleansing, Pivot Tables And Charts, Data Visualization Software, Data Manipulation, Scatter Plots, NumPy, Data Quality, Jupyter, Data Import/Export, Histogram, Python Programming, Programming Principles",4.7,1700
Information Technology,Introduction to Deep Learning & Neural Networks with Keras,IBM,Course,Intermediate,1 - 3 Months,"Keras (Neural Network Library), Unsupervised Learning, Deep Learning, Artificial Neural Networks, PyTorch (Machine Learning Library), Tensorflow, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Supervised Learning, Regression Analysis",4.8,3100
Information Technology,Getting Started with SAS Programming,SAS,Course,Beginner,1 - 3 Months,"SAS (Software), Data Import/Export, Data Validation, Data Access, Data Manipulation, Statistical Programming, Data Cleansing, Exploratory Data Analysis, Data Analysis, SQL, Data Presentation, Microsoft Excel, Descriptive Statistics",4.9,19
Information Technology,"Data Ethics, AI and Responsible Innovation",The University of Edinburgh,Course,Intermediate,1 - 3 Months,"Data Ethics, Law, Regulation, and Compliance, Data Security, Information Privacy, Data Governance, Big Data, Ethical Standards And Conduct, Artificial Intelligence, Machine Learning, Social Sciences, Diversity Awareness, Innovation",4.5,306
Information Technology,Google Data Analytics,Google,Professional Certificate,Beginner,3 - 6 Months,"Data Presentation, Data Storytelling, Presentations, Data Cleansing, Data Visualization, Rmarkdown, Data-Driven Decision-Making, Data Validation, Data Ethics, Analytical Skills, Dashboard, Spreadsheet Software, Ggplot2, Google Sheets, SQL, Data Visualization Software, Data Collection, Data Analysis, Sampling (Statistics), Interviewing Skills",4.7,708
Information Technology,Research Data Management and Sharing,The University of North Carolina at Chapel Hill,Course,Mixed,1 - 3 Months,"Data Sharing, Data Management, File Management, Data Storage, Information Management, Metadata Management, Data Governance, Record Keeping, Data Security, Data Ethics, Information Privacy, Version Control",4.8,2900
Information Technology,Excel aplicado a los negocios (Nivel Avanzado),Universidad Austral,Course,Intermediate,1 - 3 Months,"Excel Macros, Microsoft Excel, Excel Formulas, Spreadsheet Software, Data Analysis Expressions (DAX), Business Analysis, Data Validation, Business Analytics, Data Import/Export, Process Optimization, Business Modeling, Data Integration, Automation",4.7,687
Information Technology,Supervised Machine Learning: Regression,IBM,Course,Intermediate,1 - 3 Months,"Supervised Learning, Applied Machine Learning, Regression Analysis, Machine Learning, Data Validation, Predictive Modeling, Statistical Modeling, Scikit Learn (Machine Learning Library), Feature Engineering, Jupyter, Pandas (Python Package), Performance Metric",4.8,828
Information Technology,Prediction and Control with Function Approximation,University of Alberta,Course,Intermediate,1 - 3 Months,"Reinforcement Learning, Deep Learning, Feature Engineering, Machine Learning, Supervised Learning, Artificial Neural Networks, Pseudocode, Linear Algebra",4.8,538
Information Technology,Apply Generative Adversarial Networks (GANs),DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Generative AI, PyTorch (Machine Learning Library), Data Ethics, Computer Vision, Deep Learning, Applied Machine Learning, Machine Learning, Data Transformation, Information Privacy, Data Synthesis",4.6,34000
Information Technology,The Data Scientist’s Toolbox,Johns Hopkins University,Course,Mixed,1 - 4 Weeks,"Rmarkdown, Version Control, Data Science, General Science and Research, Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Software Installation",4.4,14
Information Technology,GenerativeAI for Customer Success,Coursera Instructor Network,Course,Intermediate,1 - 4 Weeks,"Customer Success Management, Customer Service, Customer Support, Customer Engagement, Personalized Service, Operational Efficiency, Technology Strategies, Organizational Strategy, Data Ethics, Business Strategies, Automation, Information Privacy",4.6,69
Information Technology,Artificial Intelligence for Breast Cancer Detection,Johns Hopkins University,Course,Intermediate,1 - 4 Weeks,"Artificial Intelligence, Image Analysis, Computer Vision, Radiology, Data Processing, Bayesian Network, Artificial Neural Networks, Applied Machine Learning, Machine Learning Methods, Epidemiology, Deep Learning, Health Care, Medical Science and Research",3.7,32
Information Technology,Learn Generative AI with LLMs,Edureka,Specialization,Intermediate,3 - 6 Months,"Generative AI, ChatGPT, Natural Language Processing, Computer Vision, Deep Learning, Predictive Modeling, Text Mining, Data Ethics, Image Analysis, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Tensorflow, OpenAI, Supervised Learning, Artificial Neural Networks, Software Development Tools, GitHub, Artificial Intelligence, Python Programming, Information Privacy",4.7,262
Information Technology,Expressway to Data Science: Python Programming,University of Colorado Boulder,Specialization,Beginner,1 - 3 Months,"Matplotlib, Seaborn, Plot (Graphics), Pandas (Python Package), NumPy, Data Visualization Software, Programming Principles, Scatter Plots, Computer Science, Computer Programming, Histogram, Data Import/Export, Package and Software Management, Scripting, Scripting Languages, Data Manipulation, Python Programming, Data Science",4.5,246
Information Technology,Probability Theory: Foundation for Data Science,University of Colorado Boulder,Course,Intermediate,1 - 3 Months,"Probability, Probability Distribution, Statistics, Bayesian Statistics, Data Science, Statistical Analysis, Statistical Inference, Descriptive Statistics",4.7,84
Information Technology,Navigating Generative AI: A CEO Playbook,Coursera,Course,Mixed,1 - 4 Weeks,"Generative AI, Organizational Change, Business Transformation, Strategic Leadership, Digital Transformation, Google Cloud Platform, Business Strategy, Technology Strategies, Change Management, Business Ethics, Risk Management",4.6,1400
Information Technology,Probabilistic Graphical Models 1: Representation,Stanford University,Course,Advanced,1 - 3 Months,"Bayesian Network, Graph Theory, Probability Distribution, Statistical Modeling, Markov Model, Decision Support Systems, Probability & Statistics, Network Analysis, Applied Machine Learning, Natural Language Processing",4.7,370
Information Technology,Introduction to Business Analytics,Tableau Learning Partner,Course,Beginner,1 - 4 Weeks,"Tableau Software, Business Analysis, Business Process, Analytics, Business Analytics, Business Intelligence, Data Analysis, Data-Driven Decision-Making, Data Visualization Software, Project Management, Descriptive Analytics, Predictive Analytics",4.7,51
Information Technology,Copywriting with ChatGPT: Produce Compelling Copy That Sells,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Copywriting, Target Audience, Market Research, ChatGPT, Writing and Editing, Marketing Materials, Content Creation, Value Propositions, Product Knowledge, Generative AI",4.6,4500
Information Technology,Basic Statistics,University of Amsterdam,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Statistical Hypothesis Testing, Statistical Software, Probability Distribution, Sampling (Statistics), Correlation Analysis, Probability, Sample Size Determination, Statistics, Regression Analysis, Statistical Inference",3.7,807
